pmid,source_cell,target_cell,factors,factor_type,species,culture_condition,confidence,paper_type,notes,source,evidence_sentence,year,title,is_duplicate,single_tf_flag,target_cell_raw,source_cell_raw,conversion_scope,duplicate_reason,preferred_pmid,duplicate_group_id,validation_recipe_valid,validation_source_cell_valid,validation_target_cell_valid,validation_factors_valid,validation_standalone_recipe,validation_duplicate_status,validation_error_category,validation_action,validation_notes,validation_needs_review,validation_known_issue,validation_resolution,single_tf_status,source_cell_std,target_cell_std,source_cell_broad,target_cell_broad,is_broad_duplicate,broad_duplicate_reason,broad_preferred_pmid,broad_duplicate_group_id,species_inference_method,factor_inference_method,factor_inference_rationale,scope_inference_method,scope_inference_rationale
40025812,embryonal carcinoma (EC) cell,yolk-sac tumor (YST) cell,"SOX17, WNT signaling, TGF-beta/Activin signaling, FGF signaling","TF, other, other, other",human,,high,research,YST lineage switch increases cisplatin resistance in GCT.,abstract,"We demonstrated that the induction of the transcription factor SOX17 together with the stimulation of WNT, TGF-beta / Activin, and FGF signaling drives EC cells into the YST lineage.",2025,"Induction of SOX17 with stimulation of WNT, TGF-beta, and FGF signaling drives embryonal carcinomas into the yolk-sac tumor lineage resulting in increased cisplatin resistance.",False,False,yolk-sac tumor (YST) cell,embryonal carcinoma (EC) cell,lineage_conversion,,,,,,,,,,,,,,,,,embryonal carcinoma (EC) cell,yolk-sac tumor (YST) cell,embryonal carcinoma (EC) cell,yolk-sac tumor (YST) cell,False,,,,existing,,,,
40004040,fibroblast,induced pluripotent stem cell (iPSC),"OCT4, SOX2, KLF4, c-MYC, NANOG, LIN28","TF, TF, TF, TF, TF, TF",human,,medium,research,Non-integrating mRNA reprogramming; patient-derived.,abstract,"Here, we generated induced pluripotent stem cell (iPSC) lines from skin fibroblasts of two each of apparently healthy control, AMN, and cALD patients with non-integrating mRNA-based reprogramming.",2025,Generation and Characterization of Human iPSC-Derived Astrocytes with Potential for Modeling X-Linked Adrenoleukodystrophy Phenotypes.,False,False,induced pluripotent stem cell (iPSC),fibroblast,classical_reprogramming,,,,,,,,,,,,,,,,,fibroblast,induced pluripotent stem cell (iPSC),fibroblast,induced pluripotent stem cell,True,same_broad_cell_recipe,39403363,broad_recipe_0248,existing,deepseek_high,Full-text explicitly lists the six mRNA reprogramming factors used for fibroblast-to-iPSC conversion.,,
40004040,induced pluripotent stem cell,astrocyte,not specified,other,human,,medium,research,No differentiation factors specified; used for X-ALD modeling.,abstract,"iPSC-derived lines from CTL, AMN, and cALD male patients were differentiated into astrocytes.",2025,Generation and Characterization of Human iPSC-Derived Astrocytes with Potential for Modeling X-Linked Adrenoleukodystrophy Phenotypes.,True,False,astrocyte,induced pluripotent stem cell (iPSC),directed_differentiation,same_recipe;same_standardized_recipe,38203497,recipe_0116;recipe_0131;recipe_0135;recipe_0133;recipe_0136;recipe_0137,,,,,,,,,,,,,,induced pluripotent stem cell,astrocyte,induced pluripotent stem cell,astrocyte,True,same_broad_cell_recipe,38854155,broad_recipe_0251,existing,,,,
39778439,hematopoietic stem cell,induced pluripotent stem cell (iPSC),"OCT4, p53 shRNA, SOX2, KLF4, L-MYC, LIN28, EBNA-1","TF, knockdown, TF, TF, TF, TF, other",human,feeder-free,high,research,Integration-free episomal reprogramming; normal karyotype and pluripotency confirmed.,abstract,"Using the integration-free episomal vector containing the reprogramming components OCT3/4/shp53, Sox2/KLF4, L-MYC/LIN28, and EBNA-1, hematopoietic stem cells obtained from a healthy 33-year-old man were effectively reprogrammed and turned into induced pluripotent stem cells (iPSCs).",2025,Establishing of human induced pluripotent stem cell line DMSCi002-A from the hematopoietic stem cells of a healthy male donor.,True,False,induced pluripotent stem cell (iPSC),hematopoietic stem cell,classical_reprogramming,same_recipe;same_standardized_recipe,39504763,recipe_0117;recipe_0132;recipe_0136;recipe_0134;recipe_0137;recipe_0138,,,,,,,,,,,,,,hematopoietic stem cell,induced pluripotent stem cell (iPSC),hematopoietic stem cell,induced pluripotent stem cell,True,same_broad_cell_recipe,39504763,broad_recipe_0252,existing,,,,
39755011,PBMC,induced pluripotent stem cell (iPSC),"KFL4, OCT4, SOX2, BCL-XL, c-MYC","TF, TF, TF, other, TF",human,,high,research,From Kennedy Disease patient with AR mutation.,abstract,"Peripheral blood mononuclear cells (PBMCs) were reprogrammed using non-integrating delivery of KFL4, OCT4, SOX2, BCL-XL and c-MYC.",2025,Generation of an induced pluripotent stem cell line from a Kennedy Disease patient with AR mutation.,True,False,induced pluripotent stem cell (iPSC),PBMC,classical_reprogramming,same_recipe;same_standardized_recipe,39332134,recipe_0118;recipe_0133;recipe_0137;recipe_0135;recipe_0138;recipe_0139,,,,,,,,,,,,,,peripheral blood mononuclear cell,induced pluripotent stem cell (iPSC),peripheral blood mononuclear cell,induced pluripotent stem cell,True,same_broad_cell_recipe,37392704,broad_recipe_0253,existing,,,,
39737935,mouse fibroblast,induced pluripotent stem cell (iPSC),SALL4,TF,mouse,iCD4 medium,high,research,Single factor SALL4 can reprogram fibroblasts into iPSCs.,abstract,"Here, we report that SALL4 alone, under an optimized reprogramming medium iCD4, is capable of reprogramming mouse fibroblasts into iPSCs.",2024,Reconstitution of pluripotency from mouse fibroblast through Sall4 overexpression.,False,True,induced pluripotent stem cell (iPSC),mouse fibroblast,classical_reprogramming,,,,,,,,,,,,,,,,standalone_valid,mouse fibroblast,induced pluripotent stem cell (iPSC),fibroblast,induced pluripotent stem cell,False,,,,existing,,,,
39737935,mouse fibroblast,induced pluripotent stem cell (iPSC),"SALL4, OCT4","TF, TF",mouse,iCD4 medium,high,research,Co-overexpression synergistically enhances reprogramming efficiency.,abstract,"Specifically, the activation of Rsk1/Esrrb/Tfap2c by SALL4, alongside OCT4's activation of Sox2 and the suppression of Mndal by SALL4 and Sbsn by OCT4, cooperate to facilitate SALL4+OCT4-mediated reprogramming.",2024,Reconstitution of pluripotency from mouse fibroblast through Sall4 overexpression.,False,False,induced pluripotent stem cell (iPSC),mouse fibroblast,classical_reprogramming,,,,,,,,,,,,,,,,,mouse fibroblast,induced pluripotent stem cell (iPSC),fibroblast,induced pluripotent stem cell,False,,,,existing,,,,
39729987,mouse embryonic stem (ES) cell,induced extra-embryonic endoderm (iXEN) cell,GATA4,TF,mouse,,high,research,GATA4-mediated conversion rapid and deterministic,abstract,"While GATA4-mediated ES-to-iXEN conversion was rapid and nearly deterministic, OCT4-, KLF4-, and SOX2-induced XEN-to-induced pluripotent stem (iPS) reprogramming progressed with diminished efficiency and kinetics.",2025,Single-cell analysis of bidirectional reprogramming between early embryonic states identify mechanisms of differential lineage plasticities in mice.,False,True,induced extra-embryonic endoderm (iXEN) cell,mouse embryonic stem (ES) cell,directed_differentiation,,,,,,,,,,,,,,,,cocktail_member,mouse embryonic stem (ES) cell,induced extra-embryonic endoderm (iXEN) cell,mouse embryonic stem (ES) cell,induced extra-embryonic endoderm (iXEN) cell,False,,,,existing,,,,
39729987,extra-embryonic endoderm (XEN) stem cell,induced pluripotent stem cell (iPSC),"OCT4, KLF4, SOX2","TF, TF, TF",mouse,,high,research,Conversion with diminished efficiency and kinetics,abstract,"OCT4-, KLF4-, and SOX2-induced XEN-to-induced pluripotent stem (iPS) reprogramming progressed with diminished efficiency and kinetics.",2025,Single-cell analysis of bidirectional reprogramming between early embryonic states identify mechanisms of differential lineage plasticities in mice.,False,False,induced pluripotent stem (iPS) cell,extra-embryonic endoderm (XEN) stem cell,classical_reprogramming,,,,,,,,,,,,,,,,,extra-embryonic endoderm (XEN) stem cell,induced pluripotent stem cell (iPSC),extra-embryonic endoderm (XEN) stem cell,induced pluripotent stem cell,False,,,,existing,,,,
39722675,PBMC,induced pluripotent stem cell (iPSC),"OCT4, SOX2, KLF4, LIN28, L-MYC, mp53DD","TF, TF, TF, other, TF, other",human,,high,research,iPSC lines from MAPT mutation patient; three germ layer differentiation confirmed.,abstract,"By reprogramming the patient's peripheral blood mononuclear cells, we obtained induced pluripotent stem cells (iPSCs).",2024,Generation and characterization of two induced pluripotent stem cell lines (ICGi052-A and ICGi052-B) from a patient with frontotemporal dementia with parkinsonism-17 associated with the pathological variant c.2013T>G in the MAPT gene.,True,False,induced pluripotent stem cell (iPSC),PBMC,classical_reprogramming,same_standardized_recipe,37009886,recipe_0091;recipe_0090,,,,,,,,,,,,,,peripheral blood mononuclear cell,induced pluripotent stem cell (iPSC),peripheral blood mononuclear cell,induced pluripotent stem cell,True,same_broad_cell_recipe,37009886,broad_recipe_0162,existing,,,,
39701018,PBMC,induced pluripotent stem cell (iPSC),"OCT4, SOX2, KLF4, c-MYC","TF, TF, TF, TF",human,,high,research,Non-integrating Sendai virus vectors used; two lines from different donors.,abstract,"To generate UKJi003-A and UKJi004-A, non-integrating Sendai virus (SeV) vectors expressing four reprogramming factors, OCT4, SOX2, KLF4, and cMYC, were introduced into PBMCs.",2025,Generation of a human induced pluripotent stem cell lines (UKJi003-A) from a patient with Fabry disease and healthy donor (UKJi004-A).,True,False,induced pluripotent stem cell (iPSC),PBMC,classical_reprogramming,same_recipe;same_standardized_recipe,30355953,recipe_0040;recipe_0051;recipe_0053,,,,,,,,,,,,,,peripheral blood mononuclear cell,induced pluripotent stem cell (iPSC),peripheral blood mononuclear cell,induced pluripotent stem cell,True,same_broad_cell_recipe,30355953,broad_recipe_0095,existing,,,,
39684837,somatic cell,induced pluripotent stem cell (iPSC),"OCT4, SOX2, KLF4, c-MYC","TF, TF, TF, TF",mouse,,high,research,Developed RIE-based method to isolate reprogramming cells in real time.,abstract,"Cellular reprogramming of somatic cells towards induced pluripotency is a multistep stochastic process mediated by the transcription factors Oct4, Sox2, Klf4 and c-Myc (OSKM), which orchestrate global epigenetic and transcriptional changes.",2024,An Unbiased Approach to Identifying Cellular Reprogramming-Inducible Enhancers.,True,False,induced pluripotent stem cell (iPSC),somatic cell,classical_reprogramming,same_recipe;same_standardized_recipe,19898493,recipe_0001;recipe_0002,,,,,,,,,,,,,,somatic cell,induced pluripotent stem cell (iPSC),somatic cell,induced pluripotent stem cell,True,same_broad_cell_recipe,19898493,broad_recipe_0004,existing,,,,
39642595,fibroblast,induced pluripotent stem cell (iPSC),"OCT4, SOX2, LIN28, L-MYC, KLF4, mp53DD","TF, TF, TF, TF, TF, TF",human,,high,research,Two iPSC lines derived using episomal vectors.,abstract,"Reprogramming was performed using episomal vectors expressing OCT4, SOX2, LIN28, L-MYC, KLF4 and mp53DD.",2025,Derivation of two induced pluripotent stem cell lines from a healthy control subject.,False,False,induced pluripotent stem cell (iPSC),fibroblast,classical_reprogramming,,,,,,,,,,,,,,,,,fibroblast,induced pluripotent stem cell (iPSC),fibroblast,induced pluripotent stem cell,True,same_broad_cell_recipe,34198153,broad_recipe_0254,existing,,,,
39603093,PBMC,induced pluripotent stem cell (iPSC),"OCT4, SOX2, KLF4, BCL-XL, c-MYC","TF, TF, TF, TF, TF",human,,high,research,Patient-derived iPSC line with STK11 mutation.,abstract,"The iPSCs were generated through the reprogramming of peripheral blood mononuclear cells using a non-integrating method involving episomal vectors expressing OCT4, SOX2, KLF4, BCL-XL, and c-MYC.",2024,Generation of the TSHSUi002-A induced pluripotent stem cell line from a patient with Peutz-Jeghers syndrome carring STK11 gene mutation.,True,False,induced pluripotent stem cell (iPSC),PBMC,classical_reprogramming,same_recipe;same_standardized_recipe,34087978,recipe_0114;recipe_0129;recipe_0133;recipe_0131;recipe_0134;recipe_0135,,,,,,,,,,,,,,peripheral blood mononuclear cell,induced pluripotent stem cell (iPSC),peripheral blood mononuclear cell,induced pluripotent stem cell,True,same_broad_cell_recipe,29754960,broad_recipe_0247,existing,,,,
39590341,human CCD1072-SK fibroblast,induced pluripotent stem cell (iPSC),"OCT4, SOX2, KLF4","TF, TF, TF",human,,medium,research,Factors inferred from pluripotency markers; not explicitly stated as delivered.,abstract,This study presents a novel biotechnological approach using octadecylamine-based solid lipid nanoparticles (OCTNPs) for the first-time reprogramming of human CCD1072-SK fibroblast cells into induced pluripotent stem cells (iPSCs).,2024,Gene Delivery via Octadecylamine-Based Nanoparticles for iPSC Generation from CCD1072-SK Fibroblast Cells.,False,False,induced pluripotent stem cell (iPSC),human CCD1072-SK fibroblast,classical_reprogramming,,,,,,,,,,,,,,,,,human CCD1072-SK fibroblast,induced pluripotent stem cell (iPSC),fibroblast,induced pluripotent stem cell,True,same_broad_cell_recipe,19696409,broad_recipe_0065,existing,,,,
39590341,induced pluripotent stem cell,cardiomyocyte,5-azacytidine,small_molecule,human,,high,research,Differentiation after iPSC generation.,abstract,"Following this comprehensive characterization, the iPSCs were successfully differentiated into cardiomyocyte-like cells using 5-azacytidine.",2024,Gene Delivery via Octadecylamine-Based Nanoparticles for iPSC Generation from CCD1072-SK Fibroblast Cells.,False,False,cardiomyocyte,induced pluripotent stem cell (iPSC),directed_differentiation,,,,,,,,,,,,,,,,,induced pluripotent stem cell,cardiomyocyte,induced pluripotent stem cell,cardiomyocyte,False,,,,existing,,,,
39579312,mouse embryonic fibroblast,induced pluripotent stem cell (iPSC),"OCT4, SOX2, KLF4, c-MYC, T3","TF, TF, TF, TF, other",mouse,,high,research,T3 hormone enhances reprogramming efficiency.,abstract,This chapter outlines a protocol for reprogramming mouse embryonic fibroblasts (MEFs) using the hormone triiodo-L-thyronine (T3) to enhance the generation of iPSCs.,2025,Mouse Embryonic Fibroblasts Reprogramming to Induced Pluripotent Stem Cells by T3.,True,False,induced pluripotent stem cell (iPSC),mouse embryonic fibroblast (MEF),classical_reprogramming,same_recipe;same_standardized_recipe,38107517,recipe_0119;recipe_0134;recipe_0138;recipe_0136;recipe_0139;recipe_0140,,,,,,,,,,,,,,mouse embryonic fibroblast,induced pluripotent stem cell (iPSC),fibroblast,induced pluripotent stem cell,True,same_broad_cell_recipe,38107517,broad_recipe_0255,existing,,,,
39543096,somatic cell,induced pluripotent stem cell (iPSC),choanoflagellate Sox,TF,mouse,,high,research,Choanoflagellate Sox replaces Sox2 in standard reprogramming.,abstract,Choanoflagellate-but not filasterean-Sox can replace Sox2 to reprogram mouse somatic cells into induced pluripotent stem cells (iPSCs) through interacting with the mouse POU member Oct4.,2024,The emergence of Sox and POU transcription factors predates the origins of animal stem cells.,False,True,induced pluripotent stem cell (iPSC),somatic cell,classical_reprogramming,,,,,,,,,,,,,,,,unclear,somatic cell,induced pluripotent stem cell (iPSC),somatic cell,induced pluripotent stem cell,False,,,,existing,,,,
39504763,hematopoietic stem cell,induced pluripotent stem cell (iPSC),"OCT4, p53 shRNA, SOX2, KLF4, L-MYC, LIN28, EBNA-1","TF, knockdown, TF, TF, TF, TF, other",human,feeder-free,high,research,Integration-free episomal vector used.,abstract,"Hematopoietic stem cell isolated from a healthy 39-year-old woman were successfully reprogrammed and transformed into induced pluripotent stem cell (iPSCs) by using the integration-free episomal vector included OCT3/4/shp53, Sox2/KLF4, L-MYC/LIN28 and EBNA-1 reprogramming factors.",2024,Generation of human induced pluripotent stem cell (DMSCi001-A) line from hematopoietic stem cells of a healthy female donor.,False,False,induced pluripotent stem cell (iPSC),hematopoietic stem cell,classical_reprogramming,,,,,,,,,,,,,,,,,hematopoietic stem cell,induced pluripotent stem cell (iPSC),hematopoietic stem cell,induced pluripotent stem cell,False,,,,existing,,,,
39461114,fibroblast,induced pluripotent stem cell (iPSC),"OCT4, SOX2, KLF4, c-MYC","TF, TF, TF, TF",human,,high,research,Reprogramming using Sendai virus,abstract,"These fibroblasts were reprogrammed using Sendai viruses that encoded OCT4, SOX2, KLF4, and c-MYC reprogramming factors.",2024,Establishment of a human induced pluripotent stem cell (iPSC) line (JUCTCi018-A) from a patient with Charcot-Marie-Tooth disease type 2EE (CMT2EE) due to a homozygous c.122G > A p.(Arg41Gln) mutation in the MPV17 gene.,True,False,induced pluripotent stem cell (iPSC),fibroblast,classical_reprogramming,same_recipe;same_standardized_recipe,41009511,recipe_0004;recipe_0001,,,,,,,,,,,,,,fibroblast,induced pluripotent stem cell (iPSC),fibroblast,induced pluripotent stem cell,True,same_broad_cell_recipe,16904174,broad_recipe_0003,existing,,,,
39408944,primary skin fibroblast,induced pluripotent stem cell (iPSC),"OCT4, SOX2, KLF4, L-MYC, LIN28, shRNA for TP53","TF, TF, TF, TF, TF, knockdown",human,,medium,research,"Episomal reprogramming used, factors not specified.",abstract,"Here, we report the generation of hiPS lines from primary skin fibroblasts derived from three SPG83 patients with different <i>HPDL</i> mutations, using episomal reprogramming.",2024,Generation and Characterization of hiPS Lines from Three Patients Affected by Different Forms of <i>HPDL</i>-Related Neurological Disorders.,False,False,induced pluripotent stem cell (iPSC),primary skin fibroblast,classical_reprogramming,,,,,,,,,,,hide_incomplete_recipe,"Evidence sentence describes methods/setup, not a result. || Hidden: medium-confidence entry with weak/indirect evidence sentence; cannot confirm recipe from available evidence. || Re-classified: evidence sentence is a result announcement (""here we report/describe the generation of X""), not a pure methods sentence.",False,,resolved_not_methods_result_statement,,primary skin fibroblast,induced pluripotent stem cell (iPSC),fibroblast,induced pluripotent stem cell,True,same_broad_cell_recipe,39408944,broad_recipe_0256,existing,deepseek_high,"Full-text explicitly lists episomal vectors expressing OCT4, SOX2, KLF4, L-MYC, LIN28, and shRNA for TP53.",,
39403363,human ear dermal fibroblast,induced pluripotent stem cell (iPSC),episomal agents,other,human,Matrigel-coated plates,medium,research,Episomal agents not specified by name; used for schizophrenia modeling.,abstract,"In the present study, we directly reprogrammed the isolated human ear dermal fibroblasts (HDFs) from schizophrenic patients into hiPSCs using some episomal agents in Matrigel-coated plates.",2024,Generation of Human-induced Pluripotent Stem Cells Derived From Dermal Fibroblast of Schizophrenic Patients.,False,False,induced pluripotent stem cell (iPSC),human ear dermal fibroblast,classical_reprogramming,,,,,,,,,,,,,,,,,human ear dermal fibroblast,induced pluripotent stem cell (iPSC),fibroblast,induced pluripotent stem cell,False,,,,existing,,,,
39332134,PBMC,induced pluripotent stem cell (iPSC),"KFL4, OCT4, SOX2, BCL-XL, c-MYC","TF, TF, TF, TF, TF",human,,high,research,Patient-derived NF1 mutation heterozygous.,abstract,"Peripheral blood mononuclear cells (PBMCs) were reprogrammed using non-integrating delivery of KFL4, OCT4, SOX2, BCL-XL and c-MYC.",2024,Generation of an induced pluripotent stem cell line from a type 1 neurofibromatosis patient with NF1 mutation.,True,False,induced pluripotent stem cell (iPSC),PBMC,classical_reprogramming,same_standardized_recipe,37392704,recipe_0133;recipe_0137;recipe_0135;recipe_0138;recipe_0139,,,,,,,,,,,,,,peripheral blood mononuclear cell,induced pluripotent stem cell (iPSC),peripheral blood mononuclear cell,induced pluripotent stem cell,True,same_broad_cell_recipe,37392704,broad_recipe_0253,existing,,,,
39332132,PBMC,induced pluripotent stem cell (iPSC),"OCT4, SOX2, KLF4, c-MYC","TF, TF, TF, TF",human,,high,research,Patient-derived hiPSC lines carrying PKP2 mutation,abstract,"To generate hiPSC lines, non-integrating Sendai virus (SeV) vectors expressing the reprogramming factors (OCT4, SOX2, KLF4, and c-MYC) were used for reprogramming patient peripheral blood mononuclear cells (PBMCs).",2024,Generation of human induced pluripotent stem cell lines UKJi001-A and UKJi006-A from patients with heterozygous mutation in the PKP2 gene.,True,False,induced pluripotent stem cell (iPSC),PBMC,classical_reprogramming,same_recipe;same_standardized_recipe,30355953,recipe_0040;recipe_0051;recipe_0053,,,,,,,,,,,,,,peripheral blood mononuclear cell,induced pluripotent stem cell (iPSC),peripheral blood mononuclear cell,induced pluripotent stem cell,True,same_broad_cell_recipe,30355953,broad_recipe_0095,existing,,,,
39317061,fibroblast,induced pluripotent stem cell (iPSC),"OCT4, KLF4, SOX2, c-MYC","TF, TF, TF, TF",human,,high,research,Fibroblasts from CLN3 patients; confirmed pluripotency.,abstract,"Primary fibroblasts from six individuals with CLN3-related conditions were used to generate induced pluripotent stem cell (iPSC) lines CHDTRi001-B, CHDTRi002-B, CHDTRi003-A, CHDTRi004-B, CHDTRi005-A, and CHDTRi006-E through the expression of four reprogramming factors: human OCT3/4, KLF4, SOX2, and c-MYC.",2024,Six induced pluripotent stem cell lines from fibroblasts of individuals with CLN3-related conditions.,True,False,induced pluripotent stem cell (iPSC),fibroblast,classical_reprogramming,same_recipe;same_standardized_recipe,29594149,recipe_0120;recipe_0001,,,,,,,,,,,,,,fibroblast,induced pluripotent stem cell (iPSC),fibroblast,induced pluripotent stem cell,True,same_broad_cell_recipe,16904174,broad_recipe_0003,existing,,,,
39299133,PBMC,induced pluripotent stem cell (iPSC),"OCT4, sh-p53, SOX2, KLF4, L-MYC, LIN28","TF, knockdown, TF, TF, TF, TF",human,,high,research,"Derived from PBMCs of a 46,XX infertility patient with complex rearrangements.",abstract,We have successfully derived a hiPSC line from PBMCs obtained from a 41-year-old infertile female.,2024,"Generation of a hiPSC line (TONGJIi001-A) from a 46,XX,ins(1;15)(p13.3; q22.31q26.1),inv(2)(p22.1p16.3),t(2;14)(q34;q12) infertility patient.",False,False,induced pluripotent stem cell (iPSC),PBMC,classical_reprogramming,,,,,,,,,,,,,,,,,peripheral blood mononuclear cell,induced pluripotent stem cell (iPSC),peripheral blood mononuclear cell,induced pluripotent stem cell,False,,,,existing,,,,
39125577,mesenchymal stromal cell,neural crest-like cell,vorinostat,small_molecule,human,,high,research,Vorinostat induces nestin expression and neural crest-like properties in MSCs.,abstract,"Out of 2000 clinical compounds, we chose vorinostat as a candidate to coax the MSCs into neural crest-like fates.",2024,Chemical Coaxing of Mesenchymal Stromal Cells by Drug Repositioning for Nestin Induction.,False,False,neural crest-like cell,mesenchymal stromal cell,lineage_conversion,,,,,,,,,,,,,,,,,mesenchymal stromal cell,neural crest-like cell,mesenchymal stem cell,neural crest-like cell,False,,,,deepseek_high,,,deepseek_high,"MSCs are directly converted to neural crest-like cells using vorinostat, a clear transdifferentiation between distinct non-pluripotent identities."
39105912,PBMC,induced pluripotent stem cell (iPSC),not specified,other,human,,medium,research,Protocol using non-integrating Sendai vectors.,abstract,"Here, we describe the detailed protocol of hiPSC establishment from peripheral blood mononuclear cells (PBMC) of two ALS patients with detected expansion of G4C2 (GGGGCC) repeats in the first intron of C9ORF72 gene, known to be linked with the most common form of familial ALS.",2024,Generation of Human-Induced Pluripotent Stem Cells from Peripheral Blood Mononuclear Cells of C9ORF72-Associated Amyotrophic Lateral Sclerosis Patients.,True,False,induced pluripotent stem cell (iPSC),PBMC,classical_reprogramming,same_recipe;same_standardized_recipe,26398309,recipe_0097;recipe_0108;recipe_0110;recipe_0111,,,,,,,,,,,,,,peripheral blood mononuclear cell,induced pluripotent stem cell (iPSC),peripheral blood mononuclear cell,induced pluripotent stem cell,True,same_broad_cell_recipe,26398309,broad_recipe_0001,existing,,,,
38979277,human primed pluripotent stem cell,human naïve-like pluripotent stem cell,"Tfcp2l1, Tfap2c, KLF4","TF, TF, TF","human, mouse","coculture with mouse embryonic stem cells, direct cell contact",high,research,Inter-species mRNA transfer from mouse to human drives conversion.,abstract,"Furthermore, transfer-specific knockdown experiments targeting mouse-specific transcription factor-coding mRNAs in hPSC show that mouse-derived <i>Tfcp2l1</i>, <i>Tfap2c,</i> and <i>Klf4</i> are indispensable for human naïve-like conversion.",2024,Inter-cellular mRNA Transfer Alters Human Pluripotent Stem Cell State.,True,False,human naïve-like pluripotent stem cell,human primed pluripotent stem cell,classical_reprogramming,preprint_peer_review,39841146,title_0015,,,,,,,,,,,,,,human primed pluripotent stem cell,human naïve-like pluripotent stem cell,induced pluripotent stem cell,induced pluripotent stem cell,False,,,,existing,,,,
38968760,fibroblast,induced pluripotent stem cell (iPSC),not specified,other,human,,medium,research,From Alzheimer's patient with PSEN1 mutation.,abstract,"Pluripotent stem cells were generated through the electroporation of episomal plasmids, containing crucial reprogramming factors, into skin fibroblasts extracted from a female Alzheimer's patient harboring the PSEN1 709 T > C (p.Phe237Leu) heterozygous mutation.",2024,Generation of an induced pluripotent stem cell line (CSBZZUi001-A) from a female Alzheimer's patient carrying the PSEN1 709 T > C heterozygous mutation.,True,False,induced pluripotent stem cell (iPSC),fibroblast,classical_reprogramming,same_recipe;same_standardized_recipe,23891805,recipe_0055;recipe_0064;recipe_0065,,,,,,,,,,,,,,fibroblast,induced pluripotent stem cell (iPSC),fibroblast,induced pluripotent stem cell,True,same_broad_cell_recipe,21572395,broad_recipe_0012,existing,,,,
38891096,human normal prostate epithelial cells (PrECs),prostate cancer stem cell-like cell,SATB2,TF,human,,high,research,Overexpression of SATB2 induces CSC properties in PrECs.,abstract,"In this study, we examined the oncogenic role of SATB2 in prostate cancer and assessed whether overexpression of SATB2 in human normal prostate epithelial cells (PrECs) induces properties of cancer stem cells (CSCs).",2024,"Oncogenic Role of SATB2 In Vitro: Regulator of Pluripotency, Self-Renewal, and Epithelial-Mesenchymal Transition in Prostate Cancer.",False,True,prostate cancer stem cell-like cells,human normal prostate epithelial cells (PrECs),cell_state_modulation,,,,,,,,,,,,,,,,unclear,human normal prostate epithelial cells (PrECs),prostate cancer stem cell-like cell,human normal prostate epithelial cells (PrECs),prostate cancer stem cell-like cell,False,,,,existing,,,deepseek_high,"Normal prostate epithelial cells are converted to cancer stem cell-like cells, a cancer-state change within the same lineage."
38854155,fibroblast,induced pluripotent stem cell (iPSC),not specified,other,human,,low,research,Reprogramming method: non-integrating mRNA but factors not specified.,abstract,"Here, we generated induced pluripotent stem cell (iPSC) lines from skin fibroblasts of two each of apparently healthy control, AMN and cALD patients with non-integrating mRNA-based reprogramming.",2024,Generating human AMN and cALD iPSC-derived astrocytes with potential for modeling X-linked adrenoleukodystrophy phenotypes.,True,False,induced pluripotent stem cell (iPSC),fibroblast,classical_reprogramming,same_recipe;same_standardized_recipe,23891805,recipe_0055;recipe_0064;recipe_0065,,,,,,,,,,,,,,fibroblast,induced pluripotent stem cell (iPSC),fibroblast,induced pluripotent stem cell,True,same_broad_cell_recipe,21572395,broad_recipe_0012,existing,,,,
38854155,induced pluripotent stem cell,astrocyte,not specified,other,human,,low,research,Differentiation protocol details not provided in abstract.,abstract,"iPSC-derived lines from CTL, AMN and cALD male patients were differentiated into astrocytes.",2024,Generating human AMN and cALD iPSC-derived astrocytes with potential for modeling X-linked adrenoleukodystrophy phenotypes.,False,False,astrocyte,induced pluripotent stem cell (iPSC),directed_differentiation,,,,,,,,,,,,,,,,,induced pluripotent stem cell,astrocyte,induced pluripotent stem cell,astrocyte,False,,,,existing,,,,
38852423,fibroblast,induced pluripotent stem cell (iPSC),"OCT4, SOX2, KLF4, MYCL, LIN28, TP53 shRNA, miR-302/367","TF, TF, TF, TF, TF, knockdown, miRNA",human,,high,research,iPSC line from early-onset retinal dystrophy patient,abstract,"Patient-derived dermal fibroblasts were reprogrammed using episomal plasmids containing reprogramming factors OCT4, SOX2, KLF4, MYCL, LIN28, TP53 shRNA and miR-302/367.",2024,Establishment of an induced pluripotent stem cell line LEIi019-A from an early-onset retinal dystrophy patient with the autosomal dominant OTX2 c.259G>A variant.,False,False,induced pluripotent stem cell (iPSC),fibroblast,classical_reprogramming,,,,,,,,,,,,,,,,,fibroblast,induced pluripotent stem cell (iPSC),fibroblast,induced pluripotent stem cell,False,,,,existing,,,,
